age_group,gender,donation_type,donation_amount,donation_date,newsletter_opt_in,donation_amount_log,donation_year,donation_month,donation_day,country_Brazil,country_Canada,country_Finland,country_France,country_Germany,country_India,country_Netherlands,country_New Zealand,country_South Africa,country_UK,country_USA,payment_method_Cheque,payment_method_Credit Card,payment_method_Paypal,referral_channel_Newsletter,referral_channel_Online advertising,referral_channel_Social Media,referral_channel_Website,referral_channel_Word of mouth,sector_Arts & Culture,sector_Construction,sector_Consulting,sector_Education,sector_Energy,sector_Environment,sector_Finance/Banking,sector_Government,sector_Healthcare,sector_Hospitality,sector_Law,sector_Logistics,sector_Media & Communication,sector_Nonprofit,sector_Others,sector_Pharmaceuticals,sector_Real Estate,sector_Retail,sector_Science & Research,sector_Technology,campaign_Habitat for Hope,campaign_Jungle Education Project,campaign_Marine Mammal Defense Mission,campaign_Reforest the Sanctuary,campaign_Rescue Orphaned Gorillas,campaign_Wildlife Rescue Van Drive
50-65,Male,One-time,25.45,2023-12-10,True,3.2752561583043085,2023,12,10,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
50-65,Female,One-time,32.8,2024-10-13,False,3.520460802488973,2024,10,13,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
30-49,Female,One-time,11.66,2024-04-29,False,2.5384474167160302,2024,4,29,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50-65,Male,One-time,109.51,2024-02-21,True,4.705106014600691,2024,2,21,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
50-65,Female,One-time,23.54,2023-06-23,False,3.2003044392827653,2023,6,23,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
50-65,Male,One-time,13.62,2024-05-17,False,2.6823904543216326,2024,5,17,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
30-49,Male,Monthly,74.32,2024-04-22,True,4.3217457037889515,2024,4,22,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
50-65,Male,Monthly,40.62,2024-10-19,False,3.7285808209654885,2024,10,19,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
50-65,Other,Monthly,77.05,2023-08-31,True,4.357349646961441,2023,8,31,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
50-65,Male,One-time,4.18,2024-03-08,True,1.6448050562713916,2024,3,8,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
30-49,Female,Monthly,161.38,2024-03-05,False,5.089939267434301,2024,3,5,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
50-65,Male,One-time,12.58,2024-06-24,False,2.60859812213055,2024,6,24,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
50-65,Female,One-time,23.49,2024-04-10,True,3.1982648709640764,2024,4,10,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
50-65,Male,One-time,61.22,2023-07-13,True,4.130676491469491,2023,7,13,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
30-49,Female,One-time,5.82,2023-11-14,True,1.9198594718553708,2023,11,14,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
50-65,Male,One-time,70.28,2024-05-06,False,4.266615783162554,2024,5,6,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
50-65,Male,One-time,64.91,2024-04-06,True,4.188290175064629,2024,4,6,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
30-49,Female,One-time,19.62,2023-08-30,True,3.026261478588814,2023,8,30,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50-65,Male,One-time,22.55,2024-02-01,False,3.159125820462427,2024,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
30-49,Female,Monthly,98.48,2024-05-21,False,4.599956618935204,2024,5,21,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
50-65,Male,One-time,178.01,2024-08-28,False,5.1874416702021,2024,8,28,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
30-49,Female,Monthly,82.54,2024-08-28,False,4.425325559069029,2024,8,28,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
50-65,Female,One-time,4.81,2023-07-02,True,1.7595805708638197,2023,7,2,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
30-49,Male,Monthly,81.8,2024-09-16,False,4.416428061391214,2024,9,16,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
30-49,Male,Monthly,9.15,2024-02-17,False,2.3174737054877963,2024,2,17,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
66-80,Female,One-time,20.4,2024-02-25,False,3.0633909220278057,2024,2,25,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
50-65,Male,One-time,9.91,2024-11-07,False,2.3896797998449792,2024,11,7,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
50-65,Female,Monthly,157.74,2024-11-15,True,5.0672676436627295,2024,11,15,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
50-65,Female,One-time,19.71,2024-11-02,True,3.030616675407493,2024,11,2,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
30-49,Female,One-time,8.71,2024-02-11,False,2.2731562823032334,2024,2,11,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
30-49,Female,Monthly,78.31,2023-08-16,False,4.373364224095228,2023,8,16,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
30-49,Female,One-time,19.78,2024-06-09,False,3.0339909856710814,2024,6,9,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
50-65,Female,One-time,12.57,2025-02-01,True,2.6078614738467776,2025,2,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
66-80,Male,Monthly,57.43,2023-10-22,True,4.067829456566345,2023,10,22,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
30-49,Female,One-time,12.84,2024-07-01,False,2.6275629501895237,2024,7,1,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
30-49,Male,One-time,20.75,2025-01-05,True,3.079613757534693,2025,1,5,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
30-49,Other,One-time,5.7,2025-01-25,False,1.9021075263969205,2025,1,25,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50-65,Female,One-time,195.81,2024-08-23,True,5.282238796335346,2024,8,23,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
30-49,Male,One-time,38.13,2024-01-05,True,3.666889436222321,2024,1,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
30-49,Female,One-time,8.95,2025-05-09,True,2.2975725511705014,2025,5,9,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30-49,Male,One-time,68.26,2023-11-18,False,4.237867538974276,2023,11,18,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30-49,Other,Monthly,127.84,2024-05-28,False,4.858571324462998,2024,5,28,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
50-65,Female,Monthly,44.7,2025-04-21,False,3.822098297900159,2025,4,21,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
66-80,Female,Monthly,41.57,2024-09-19,False,3.751149779840061,2024,9,19,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
30-49,Male,One-time,2.27,2024-07-26,True,1.184789984909162,2024,7,26,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
30-49,Male,One-time,21.67,2023-07-19,True,3.1210424645194377,2023,7,19,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
18-29,Female,One-time,25.29,2024-10-09,False,3.26918863874179,2024,10,9,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
50-65,Male,One-time,45.21,2023-10-07,False,3.833196224882175,2023,10,7,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
18-29,Male,One-time,20.86,2024-09-22,False,3.0846584827483925,2024,9,22,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
30-49,Male,One-time,26.4,2024-11-02,True,3.3105430133940246,2024,11,2,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
30-49,Female,One-time,14.17,2025-02-10,False,2.719319793360441,2025,2,10,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
18-29,Male,One-time,7.11,2025-04-14,True,2.0930978681273213,2025,4,14,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
50-65,Female,Monthly,185.9,2023-10-03,True,5.230573714461517,2023,10,3,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
18-29,Male,One-time,6.15,2023-09-17,True,1.9671123567059163,2023,9,17,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
30-49,Male,One-time,11.51,2025-05-06,False,2.5265283244788197,2025,5,6,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
30-49,Female,Monthly,89.58,2024-11-06,True,4.506233438128068,2024,11,6,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
50-65,Male,One-time,60.84,2024-02-04,False,4.124550404279167,2024,2,4,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
30-49,Male,One-time,56.11,2024-03-20,True,4.044979232676772,2024,3,20,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
66-80,Male,One-time,6.4,2025-06-04,True,2.0014800002101243,2025,6,4,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
30-49,Female,Monthly,53.23,2023-11-28,True,3.993234260852969,2023,11,28,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
66-80,Female,One-time,3.87,2024-09-09,True,1.5830939370944985,2024,9,9,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
50-65,Male,Monthly,164.72,2024-12-08,False,5.1102996172092015,2024,12,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
30-49,Female,One-time,21.24,2025-01-19,False,3.1018924693823817,2025,1,19,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
30-49,Female,One-time,55.61,2024-01-14,True,4.036185648048568,2024,1,14,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
50-65,Male,One-time,15.94,2024-05-07,False,2.8296776892239084,2024,5,7,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
30-49,Female,One-time,16.27,2024-10-23,False,2.848970892158587,2024,10,23,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
30-49,Female,One-time,31.84,2024-10-15,True,3.4916472845842277,2024,10,15,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
30-49,Female,One-time,11.01,2023-08-27,False,2.485739636091892,2023,8,27,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
18-29,Female,One-time,11.07,2024-03-04,True,2.4907230351094403,2024,3,4,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
30-49,Male,One-time,23.11,2023-10-12,True,3.1826266921930797,2023,10,12,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
30-49,Male,One-time,24.56,2023-08-30,True,3.241028629509334,2023,8,30,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
18-29,Male,One-time,3.01,2024-06-29,False,1.3887912413184778,2024,6,29,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
30-49,Male,One-time,135.78,2024-09-13,True,4.91837379566995,2024,9,13,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
30-49,Female,One-time,1.94,2023-09-24,True,1.0784095813505903,2023,9,24,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
18-29,Female,One-time,50.09,2024-10-09,False,3.9335887833427066,2024,10,9,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50-65,Female,One-time,85.95,2024-11-19,False,4.465333240800292,2024,11,19,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
18-29,Male,One-time,8.73,2025-03-16,True,2.2752138961979136,2025,3,16,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
30-49,Male,Monthly,151.97,2024-09-18,False,5.0302418237351745,2024,9,18,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
30-49,Female,Monthly,110.71,2024-12-10,False,4.715906227582757,2024,12,10,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
30-49,Male,Monthly,34.62,2023-12-01,True,3.5729072778615154,2023,12,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
30-49,Male,One-time,18.82,2023-12-21,True,2.986691528901842,2023,12,21,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
66-80,Female,One-time,10.16,2023-09-24,False,2.412335956953165,2023,9,24,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30-49,Male,Monthly,169.44,2024-04-28,True,5.138383328631711,2024,4,28,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
30-49,Male,Monthly,10.76,2024-06-19,True,2.464703942470481,2024,6,19,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
50-65,Female,One-time,38.81,2024-09-15,False,3.684118137012226,2024,9,15,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
30-49,Female,One-time,15.35,2024-03-03,False,2.7942278973432626,2024,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
18-29,Male,Monthly,26.0,2024-06-12,False,3.295836866004329,2024,6,12,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
50-65,Male,Monthly,95.59,2023-09-03,True,4.570475216191205,2023,9,3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
30-49,Female,One-time,20.21,2024-05-24,True,3.0544727685765913,2024,5,24,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
18-29,Female,One-time,7.25,2024-02-21,True,2.1102132003465894,2024,2,21,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
50-65,Female,One-time,15.11,2024-04-13,True,2.779440197188883,2024,4,13,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30-49,Female,Monthly,194.75,2024-05-30,False,5.276838334870913,2024,5,30,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
50-65,Male,Monthly,119.33,2025-01-18,True,4.7902379684500715,2025,1,18,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30-49,Male,One-time,10.79,2024-03-27,False,2.4672517145492794,2024,3,27,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
30-49,Female,One-time,218.19,2023-10-12,False,5.3899389335952606,2023,10,12,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
30-49,Female,One-time,9.17,2023-08-25,True,2.3194422100604686,2023,8,25,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
18-29,Male,Monthly,93.75,2024-11-25,False,4.5512418439625355,2024,11,25,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
50-65,Male,One-time,35.19,2025-01-09,True,3.588782837575651,2025,1,9,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
66-80,Female,One-time,9.62,2025-06-14,False,2.362739015813793,2025,6,14,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
18-29,Female,One-time,1.94,2025-02-04,False,1.0784095813505903,2025,2,4,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
66-80,Female,One-time,80.23,2023-08-24,False,4.397284637062863,2023,8,24,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
30-49,Female,One-time,47.7,2023-11-29,True,3.885679030088544,2023,11,29,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
50-65,Female,Monthly,60.67,2023-12-21,True,4.1217975890034015,2023,12,21,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
50-65,Female,Monthly,160.96,2024-11-09,False,5.0873493911639605,2024,11,9,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
